Image,Source,Type,CX,CY,X_min,Y_min,W,H,Area
281.tif,Total,white,308,249,288,227,48,52,1440.0
281.tif,Total,white,564,478,551,448,23,65,923.5
281.tif,Total,black,196,242,172,202,71,77,2115.5
281.tif,Total,black,205,486,200,479,10,16,74.0
281.tif,Total,black,207,465,201,456,13,18,155.0
281.tif,Total,black,257,526,245,510,25,33,412.5
281.tif,Total,black,520,226,504,213,33,32,497.5
281.tif,Total,black,216,157,196,121,34,86,1358.0
147.tif,Total,white,532,273,513,223,38,98,2193.5
147.tif,Total,white,257,357,239,328,42,58,1804.0
147.tif,Total,white,233,39,222,22,21,35,541.5
147.tif,Total,white,471,448,466,441,12,15,140.5
147.tif,Total,black,451,262,389,249,123,26,2346.5
147.tif,Total,white,480,171,463,155,38,31,742.0
147.tif,Total,white,405,93,396,83,18,21,284.0
147.tif,Total,white,129,114,120,100,20,26,351.5
147.tif,Total,white,134,15,128,10,13,10,100.0
278.tif,Total,white,514,458,499,446,33,25,519.0
278.tif,Total,white,311,558,276,529,67,46,1807.0
278.tif,Total,white,286,36,252,7,70,56,3138.0
278.tif,Total,white,220,141,206,126,27,31,643.0
278.tif,Total,black,226,40,205,16,42,48,1575.5
278.tif,Total,black,289,521,249,490,80,64,2723.0
278.tif,Total,black,119,565,98,554,39,21,585.0
278.tif,Total,black,39,522,7,487,68,75,1895.0
278.tif,Total,black,12,335,0,309,31,41,676.5
278.tif,Total,black,83,102,74,89,24,30,343.5
278.tif,Total,black,358,430,345,412,29,41,630.5
278.tif,Total,black,565,451,554,432,18,34,387.0
278.tif,Total,black,409,260,399,250,20,21,307.0
297.tif,Total,white,113,194,94,165,36,56,1119.5
297.tif,Total,white,44,240,38,232,13,16,160.0
297.tif,Total,white,216,270,208,258,16,30,319.0
297.tif,Total,white,355,455,350,450,11,11,87.5
297.tif,Total,white,338,508,333,503,9,11,76.5
297.tif,Total,white,570,482,565,476,10,13,101.0
297.tif,Total,white,494,173,489,169,10,9,69.5
297.tif,Total,black,304,175,296,165,17,20,270.5
297.tif,Total,black,546,41,536,25,21,31,348.5
151.tif,Total,black,12,460,0,291,33,284,6065.0
151.tif,Total,black,567,524,544,450,31,125,1674.0
385.tif,Total,black,179,405,133,344,98,121,6311.5
385.tif,Total,white,413,124,385,94,57,61,2636.0
385.tif,Total,white,25,391,0,295,66,188,8931.5
106.tif,Total,black,133,55,111,21,46,71,1869.5
106.tif,Total,black,356,27,328,0,50,68,1358.0
106.tif,Total,black,483,467,461,440,42,48,1286.0
106.tif,Total,black,153,322,135,294,36,62,1378.5
106.tif,Total,white,165,368,159,361,14,15,164.0
106.tif,Total,white,335,275,318,243,33,69,1535.0
311.tif,Total,white,326,332,300,311,49,43,1502.0
311.tif,Total,white,203,490,164,469,81,42,2160.0
311.tif,Total,black,165,328,77,241,209,162,11032.5
311.tif,Total,black,509,326,430,288,145,87,7427.5
311.tif,Total,black,144,541,106,501,81,74,5024.5
311.tif,Total,black,326,549,263,506,165,69,6568.0
311.tif,Total,black,561,39,539,0,36,95,2316.0
254.tif,Total,white,279,314,246,275,69,82,3830.0
254.tif,Total,white,315,384,284,353,63,58,2625.5
254.tif,Total,black,522,188,493,159,59,62,2075.0
254.tif,Total,black,540,358,504,307,71,96,3196.5
254.tif,Total,black,418,397,389,363,58,66,2559.0
254.tif,Total,black,111,365,84,319,48,83,2316.0
254.tif,Total,black,394,107,372,77,48,56,1511.0
254.tif,Total,black,10,543,0,525,24,40,783.5
25.tif,Total,white,321,15,282,0,88,36,2503.0
25.tif,Total,white,174,138,156,125,35,26,641.0
25.tif,Total,black,208,10,147,0,132,24,2358.5
25.tif,Total,black,517,9,457,0,118,25,2287.5
25.tif,Total,black,472,9,372,1,203,19,3258.0
25.tif,Total,white,487,542,473,537,29,11,267.0
25.tif,Total,white,528,550,516,541,25,19,339.5
25.tif,Total,white,87,151,74,143,29,17,377.5
192.tif,Total,white,277,284,260,259,34,53,1140.5
192.tif,Total,white,185,488,161,432,49,101,3264.5
192.tif,Total,white,515,365,498,331,38,67,1685.5
192.tif,Total,white,141,132,110,96,68,71,3448.5
192.tif,Total,white,127,241,115,214,24,51,661.0
192.tif,Total,black,453,283,427,265,48,39,1299.0
192.tif,Total,black,389,363,371,345,40,39,1193.0
192.tif,Total,black,454,555,433,528,47,47,1482.0
192.tif,Total,black,403,469,374,448,64,38,1612.5
192.tif,Total,black,57,506,38,479,41,55,1388.5
192.tif,Total,black,125,504,110,477,33,56,1202.0
192.tif,Total,black,15,202,0,134,39,133,2041.0
192.tif,Total,black,282,226,268,206,26,40,723.0
192.tif,Total,black,191,227,166,203,55,51,1797.0
192.tif,Total,black,55,123,31,84,45,77,2288.0
192.tif,Total,black,81,5,68,0,26,14,225.0
192.tif,Total,black,429,78,407,23,46,132,2889.0
192.tif,Total,black,221,115,200,92,45,49,1552.0
346.tif,Total,white,144,181,115,159,55,44,1641.0
346.tif,Total,white,17,429,0,400,43,52,1451.0
346.tif,Total,white,531,490,512,469,41,41,1230.5
346.tif,Total,white,369,478,356,466,29,24,547.5
346.tif,Total,white,278,569,263,562,31,13,293.0
346.tif,Total,white,229,570,219,565,20,10,152.5
346.tif,Total,white,442,436,429,425,27,25,550.5
346.tif,Total,white,500,321,480,306,42,31,840.5
346.tif,Total,white,8,12,0,0,21,26,432.0
346.tif,Total,black,256,347,236,336,41,24,812.5
346.tif,Total,black,363,355,345,329,37,48,1230.5
346.tif,Total,black,184,433,156,416,57,37,1351.5
346.tif,Total,black,303,526,273,497,65,63,2811.5
346.tif,Total,black,203,140,177,113,54,57,1954.5
346.tif,Total,black,263,15,232,0,68,34,1588.5
346.tif,Total,black,241,65,209,49,67,33,1551.5
346.tif,Total,black,494,272,470,250,49,42,1448.0
346.tif,Total,black,393,304,354,263,76,77,3684.5
346.tif,Total,black,81,416,57,386,49,58,1890.5
346.tif,Total,black,263,291,246,275,30,29,597.0
203.tif,Total,black,429,85,417,57,26,57,1020.5
203.tif,Total,black,172,242,154,223,41,40,1045.0
203.tif,Total,black,25,171,9,130,30,77,1580.0
203.tif,Total,black,568,280,559,264,16,34,360.5
203.tif,Total,black,502,406,488,389,31,35,610.0
203.tif,Total,black,230,430,221,414,20,35,562.5
203.tif,Total,black,561,563,541,545,34,30,563.0
203.tif,Total,black,565,442,552,421,23,36,540.0
203.tif,Total,black,315,418,300,401,31,35,766.5
203.tif,Total,black,163,113,154,97,20,33,452.0
203.tif,Total,black,318,358,303,344,29,29,537.5
203.tif,Total,white,54,425,39,408,30,34,719.5
203.tif,Total,white,367,546,337,509,54,66,1813.5
203.tif,Total,white,204,561,190,547,29,28,620.0
203.tif,Total,white,408,442,394,421,30,46,864.5
203.tif,Total,white,425,282,413,268,27,31,550.0
203.tif,Total,white,392,240,377,219,30,44,796.0
203.tif,Total,white,388,200,375,186,28,27,555.5
203.tif,Total,white,231,133,223,115,20,42,521.5
203.tif,Total,white,228,26,203,12,46,32,961.5
203.tif,Total,white,87,163,76,150,23,29,494.0
203.tif,Total,white,309,105,299,97,20,18,255.0
203.tif,Total,white,76,355,56,338,36,33,696.5
72.tif,Total,white,130,273,118,257,25,34,680.0
72.tif,Total,white,237,144,223,135,27,19,429.0
72.tif,Total,white,293,93,286,87,16,13,166.5
72.tif,Total,black,551,207,533,185,34,42,1027.5
72.tif,Total,black,464,528,440,510,47,38,1293.0
72.tif,Total,black,262,464,250,451,24,28,505.0
72.tif,Total,black,120,479,105,471,33,16,402.5
72.tif,Total,black,72,561,59,546,25,29,508.5
72.tif,Total,black,516,539,487,492,57,83,2757.5
72.tif,Total,black,296,566,285,556,25,19,344.5
350.tif,Total,white,107,283,93,246,33,65,1334.0
350.tif,Total,white,126,145,106,128,39,34,837.5
350.tif,Total,white,288,65,270,31,38,74,1817.0
350.tif,Total,white,487,263,474,250,26,26,466.5
350.tif,Total,white,423,442,413,421,22,42,731.0
350.tif,Total,white,480,535,449,493,66,82,1976.0
350.tif,Total,white,197,536,176,519,37,45,819.5
350.tif,Total,white,218,362,205,329,31,61,1191.5
350.tif,Total,white,347,232,331,208,34,50,843.0
350.tif,Total,white,428,39,412,0,35,83,1841.5
350.tif,Total,white,299,183,288,171,22,26,381.0
350.tif,Total,black,37,292,0,245,67,98,3173.0
350.tif,Total,black,224,237,208,208,35,60,1170.0
350.tif,Total,black,338,434,326,410,27,48,1026.5
350.tif,Total,black,348,361,338,345,22,33,498.5
350.tif,Total,black,495,191,484,178,21,28,426.0
350.tif,Total,black,371,151,360,136,23,30,489.0
350.tif,Total,black,258,389,245,375,30,27,599.0
350.tif,Total,black,103,554,90,533,27,42,809.0
350.tif,Total,black,334,538,281,502,89,73,3623.0
350.tif,Total,black,219,288,207,270,26,37,586.5
350.tif,Total,black,466,446,455,427,24,36,608.0
350.tif,Total,black,564,477,550,452,25,49,882.0
350.tif,Total,black,419,332,392,312,52,42,1445.0
215.tif,Total,black,337,197,306,147,64,106,2524.0
215.tif,Total,black,354,168,309,111,90,143,6049.0
215.tif,Total,black,307,454,294,439,28,32,576.5
215.tif,Total,black,154,504,142,489,22,36,535.0
215.tif,Total,black,398,499,388,464,19,65,847.0
215.tif,Total,black,275,46,249,32,54,30,1137.5
215.tif,Total,black,529,114,514,101,29,29,633.0
215.tif,Total,black,187,373,164,349,41,41,916.0
215.tif,Total,white,61,453,47,442,29,23,434.5
215.tif,Total,white,513,460,496,426,36,67,1575.0
215.tif,Total,white,473,519,455,494,38,48,1047.0
215.tif,Total,white,436,444,423,433,30,24,530.5
215.tif,Total,white,155,171,137,154,39,33,894.5
215.tif,Total,white,426,116,414,99,25,33,596.5
215.tif,Total,white,537,197,524,174,29,44,906.5
215.tif,Total,white,263,265,249,250,29,32,564.0
215.tif,Total,white,210,453,194,439,31,28,597.5
215.tif,Total,white,191,512,174,489,40,49,1152.0
215.tif,Total,white,58,567,36,556,50,19,612.0
64.tif,Total,white,477,407,467,388,22,41,586.0
64.tif,Total,black,267,75,241,42,52,69,2372.0
64.tif,Total,black,412,241,401,228,23,28,471.0
64.tif,Total,black,195,330,175,309,40,40,1064.0
64.tif,Total,black,230,485,212,453,39,68,1881.0
64.tif,Total,white,28,145,18,124,22,42,723.5
64.tif,Total,white,513,165,498,142,28,42,612.5
64.tif,Total,white,163,68,136,40,54,53,1779.5
64.tif,Total,white,284,245,265,214,38,62,1208.5
64.tif,Total,white,423,359,398,318,51,84,2380.5
64.tif,Total,white,507,550,483,520,46,55,1955.5
64.tif,Total,white,450,128,437,111,28,37,698.0
64.tif,Total,white,304,172,293,147,25,53,859.5
64.tif,Total,white,366,540,359,527,16,27,315.5
307.tif,Total,black,399,487,362,430,82,110,6464.0
307.tif,Total,black,218,360,192,318,51,86,3160.0
307.tif,Total,black,18,555,0,524,52,48,1230.5
307.tif,Total,white,107,189,86,130,44,98,1757.0
307.tif,Total,white,21,430,6,392,31,69,1477.0
307.tif,Total,white,339,361,324,319,34,79,1759.0
307.tif,Total,black,566,196,557,148,18,87,1114.0
242.tif,Total,black,534,194,515,170,39,48,1262.0
242.tif,Total,black,305,168,286,145,39,48,1038.5
242.tif,Total,black,300,344,287,324,27,43,872.0
242.tif,Total,black,246,461,209,412,70,111,3929.0
242.tif,Total,black,139,167,121,109,40,116,2452.0
242.tif,Total,white,354,202,346,188,18,29,382.5
242.tif,Total,white,335,248,321,230,28,36,658.0
242.tif,Total,white,475,186,463,174,23,26,457.0
242.tif,Total,white,153,351,139,341,30,19,350.5
242.tif,Total,white,383,398,374,395,21,9,112.5
242.tif,Total,white,413,323,409,317,12,14,86.0
242.tif,Total,white,9,385,2,347,16,68,666.0
33.tif,Total,black,316,128,289,89,60,76,2827.0
33.tif,Total,black,423,51,388,0,73,112,6088.5
33.tif,Total,white,144,132,132,120,24,26,342.5
33.tif,Total,white,448,165,438,145,22,37,380.5
33.tif,Total,white,269,410,258,392,22,37,525.0
184.tif,Total,black,27,395,5,371,47,56,1356.5
184.tif,Total,black,286,130,270,114,34,31,681.5
184.tif,Total,black,270,415,254,398,32,31,728.5
184.tif,Total,black,287,287,0,0,575,575,329740.5
184.tif,Total,black,247,235,236,224,26,22,360.0
184.tif,Total,black,287,287,0,0,575,575,329917.0
184.tif,Total,black,100,42,79,0,44,88,2190.5
184.tif,Total,white,171,206,158,188,29,34,545.0
184.tif,Total,white,470,164,463,156,15,18,190.0
184.tif,Total,white,284,230,270,217,30,26,505.0
184.tif,Total,white,147,385,134,369,28,36,619.5
184.tif,Total,white,69,303,48,284,40,36,851.5
184.tif,Total,white,471,397,463,391,16,14,143.0
184.tif,Total,white,321,522,313,513,18,19,210.5
184.tif,Total,white,201,498,194,492,15,13,172.5
184.tif,Total,white,282,496,277,490,12,13,103.0
184.tif,Total,white,232,452,226,445,14,15,138.0
184.tif,Total,white,330,545,323,538,14,16,155.5
184.tif,Total,white,283,557,278,551,12,13,99.5
184.tif,Total,white,105,568,98,560,17,15,174.5
184.tif,Total,white,533,301,526,295,14,14,130.5
44.tif,Total,white,35,403,24,393,22,21,369.0
44.tif,Total,white,296,215,287,208,18,14,197.5
44.tif,Total,white,347,184,341,179,13,11,119.0
44.tif,Total,white,236,378,229,370,15,15,171.5
44.tif,Total,white,370,499,363,493,14,12,129.5
44.tif,Total,white,224,7,217,4,14,7,78.5
44.tif,Total,white,490,216,483,212,13,9,90.5
44.tif,Total,white,338,556,330,551,17,11,137.0
44.tif,Total,white,59,454,53,449,13,12,124.0
44.tif,Total,white,209,290,202,284,16,13,147.0
44.tif,Total,white,248,499,243,496,10,8,63.5
44.tif,Total,black,540,258,500,183,75,156,8586.5
44.tif,Total,black,335,76,254,20,179,118,8021.0
44.tif,Total,white,289,526,258,485,63,80,3600.5
44.tif,Total,white,229,246,195,220,72,49,2480.0
44.tif,Total,white,191,58,158,18,64,80,3705.0
44.tif,Total,black,132,280,96,236,76,77,3359.0
44.tif,Total,black,105,449,49,387,95,128,4961.5
44.tif,Total,white,275,201,269,196,13,10,106.0
235.tif,Total,white,248,306,197,267,98,85,3222.5
235.tif,Total,white,335,168,299,133,69,71,1568.0
235.tif,Total,black,248,174,220,160,56,36,966.5
235.tif,Total,black,322,445,304,433,36,31,789.0
235.tif,Total,black,274,488,256,473,35,29,615.5
235.tif,Total,black,93,134,76,117,36,28,436.5
235.tif,Total,black,440,297,431,281,20,32,469.0
235.tif,Total,black,489,428,471,411,36,33,531.0
235.tif,Total,black,144,329,131,311,27,39,674.0
235.tif,Total,black,561,107,551,98,20,19,232.5
235.tif,Total,black,39,284,20,265,34,46,642.0
370.tif,Total,black,226,526,182,497,79,56,2427.0
370.tif,Total,black,561,557,546,538,29,37,978.5
370.tif,Total,black,98,19,77,0,44,48,1595.5
370.tif,Total,white,465,238,452,221,25,37,581.0
370.tif,Total,black,173,216,144,176,62,76,2803.5
370.tif,Total,black,226,435,195,411,65,45,1554.5
370.tif,Total,black,498,341,479,318,36,48,1103.0
370.tif,Total,white,103,526,42,492,118,61,3138.5
370.tif,Total,white,330,317,313,301,35,36,855.0
370.tif,Total,black,423,9,388,0,68,23,1129.0
370.tif,Total,black,423,184,389,156,68,57,2197.0
370.tif,Total,white,374,245,360,229,29,34,525.5
370.tif,Total,black,405,412,372,398,64,32,1341.0
370.tif,Total,black,473,515,453,493,40,41,1038.0
13.tif,Total,white,257,35,247,27,21,17,271.5
13.tif,Total,white,334,80,325,70,17,24,279.5
13.tif,Total,white,375,128,366,119,18,17,224.0
13.tif,Total,white,548,105,537,92,23,24,371.5
13.tif,Total,white,337,196,324,188,24,19,312.0
13.tif,Total,white,195,478,178,461,37,41,862.5
13.tif,Total,white,275,221,267,213,17,17,219.0
13.tif,Total,white,285,276,276,269,18,15,208.5
13.tif,Total,white,91,346,82,340,19,14,192.5
13.tif,Total,white,30,172,21,157,19,30,404.5
13.tif,Total,white,163,94,155,87,17,14,191.0
13.tif,Total,white,186,102,179,95,15,14,160.0
13.tif,Total,white,548,382,537,371,21,22,325.0
13.tif,Total,white,65,402,57,394,17,16,203.5
13.tif,Total,white,362,538,352,530,19,17,256.5
13.tif,Total,white,410,205,400,196,20,18,248.0
13.tif,Total,white,100,85,90,78,20,15,240.0
13.tif,Total,white,204,49,197,43,16,14,164.0
13.tif,Total,white,267,70,261,61,12,18,180.5
13.tif,Total,white,238,222,231,215,14,14,150.5
13.tif,Total,white,235,345,229,339,12,13,123.5
13.tif,Total,white,118,317,109,310,18,15,208.5
13.tif,Total,white,44,332,35,325,19,16,226.5
13.tif,Total,white,278,540,263,529,29,24,469.5
13.tif,Total,white,285,392,275,382,20,21,290.0
13.tif,Total,white,366,385,359,378,16,17,199.0
13.tif,Total,black,279,119,245,83,77,76,3795.5
13.tif,Total,black,562,566,548,556,27,19,450.0
13.tif,Total,black,492,561,475,540,36,35,789.0
13.tif,Total,black,556,14,522,0,53,39,1194.0
262.tif,Total,white,254,542,195,504,111,71,5844.0
262.tif,Total,black,499,424,461,398,77,57,3116.0
262.tif,Total,black,338,51,301,22,73,62,3152.0
262.tif,Total,white,20,473,0,448,54,57,2019.5
327.tif,Total,white,366,156,353,139,24,38,577.0
327.tif,Total,white,266,448,252,433,26,30,550.0
327.tif,Total,white,119,452,110,445,17,13,110.5
327.tif,Total,white,63,448,58,442,9,14,63.0
327.tif,Total,white,208,544,199,537,16,14,118.0
327.tif,Total,white,6,91,0,82,13,18,176.0
327.tif,Total,black,36,477,0,423,72,108,2888.5
327.tif,Total,black,297,548,261,512,71,63,3404.5
327.tif,Total,black,488,498,430,436,130,138,3932.5
327.tif,Total,black,467,160,443,138,49,43,1279.0
327.tif,Total,black,203,447,183,434,40,29,945.5
327.tif,Total,black,80,160,55,104,46,106,3086.0
327.tif,Total,black,21,306,0,232,40,161,2806.0
274.tif,Total,white,299,564,273,552,58,23,855.0
274.tif,Total,white,302,432,262,411,82,42,1690.0
274.tif,Total,white,74,85,46,70,64,27,989.0
274.tif,Total,white,78,7,49,0,53,19,748.5
274.tif,Total,black,452,317,414,293,78,47,1548.0
274.tif,Total,black,512,355,470,325,104,71,1868.0
274.tif,Total,black,188,80,146,38,84,81,3751.5
274.tif,Total,black,345,361,303,326,83,69,2567.5
274.tif,Total,black,47,214,19,177,74,75,984.5
274.tif,Total,black,421,556,394,548,72,24,496.0
274.tif,Total,black,159,501,101,472,121,65,1576.0
331.tif,Total,black,205,367,192,342,29,48,967.5
331.tif,Total,black,224,454,211,442,28,28,509.0
331.tif,Total,black,344,279,318,266,52,29,1000.5
331.tif,Total,black,352,343,338,325,29,34,600.0
331.tif,Total,black,266,162,254,147,25,28,511.0
331.tif,Total,black,187,138,164,111,47,56,1583.5
331.tif,Total,black,381,167,365,152,31,32,702.5
331.tif,Total,black,498,476,482,467,33,18,484.0
331.tif,Total,white,123,509,103,480,44,58,1222.0
331.tif,Total,white,114,429,103,421,23,18,246.5
331.tif,Total,white,19,291,2,259,41,59,1386.0
331.tif,Total,white,314,305,300,290,29,33,716.0
331.tif,Total,white,429,206,416,196,28,22,433.0
331.tif,Total,white,372,111,360,95,24,36,552.5
331.tif,Total,white,355,75,344,65,22,21,269.5
331.tif,Total,white,277,337,268,326,20,21,307.0
52.tif,Total,white,462,64,426,39,67,47,2168.5
52.tif,Total,white,329,99,308,82,38,34,646.0
52.tif,Total,black,538,37,501,4,65,71,3134.5
52.tif,Total,black,556,440,532,393,43,102,1415.5
52.tif,Total,black,139,545,111,513,64,62,3026.0
52.tif,Total,black,455,479,436,463,37,29,653.5
52.tif,Total,black,234,209,221,199,28,20,284.0
52.tif,Total,black,189,189,177,170,26,39,556.0
52.tif,Total,black,125,106,108,88,33,35,693.0
52.tif,Total,black,163,415,142,402,42,29,815.0
52.tif,Total,black,376,378,364,346,31,57,1024.0
52.tif,Total,white,382,268,359,251,45,33,915.5
52.tif,Total,white,516,239,498,221,40,35,778.0
52.tif,Total,white,62,106,45,91,35,34,778.0
389.tif,Total,black,384,80,344,39,85,84,4976.0
389.tif,Total,black,9,305,0,257,24,101,1485.5
389.tif,Total,black,16,556,0,533,37,42,1209.5
389.tif,Total,white,309,304,274,266,74,68,3147.0
389.tif,Total,black,404,240,372,208,64,71,3127.0
223.tif,Total,black,87,89,63,71,48,35,1137.5
223.tif,Total,black,369,326,352,303,33,42,943.5
223.tif,Total,black,275,563,259,543,37,32,730.0
223.tif,Total,white,219,65,208,54,24,22,407.0
223.tif,Total,white,99,259,90,250,18,18,253.0
223.tif,Total,white,112,243,106,233,16,19,195.5
223.tif,Total,white,280,207,269,193,21,30,459.0
223.tif,Total,white,285,156,275,150,23,14,219.0
223.tif,Total,white,241,147,222,128,43,45,826.0
223.tif,Total,white,457,21,448,0,18,42,548.5
223.tif,Total,white,435,20,426,0,18,47,565.0
223.tif,Total,white,491,405,479,396,24,20,345.5
223.tif,Total,white,502,479,494,465,18,28,322.5
223.tif,Total,white,423,546,414,536,17,20,263.5
223.tif,Total,white,35,538,18,529,31,20,393.0
223.tif,Total,white,26,494,18,481,18,25,310.0
223.tif,Total,white,117,453,100,438,36,30,683.0
223.tif,Total,white,157,512,144,493,28,39,610.0
223.tif,Total,white,241,346,233,331,17,31,408.5
223.tif,Total,white,12,291,0,277,27,32,595.0
223.tif,Total,white,10,266,2,257,17,19,235.5
223.tif,Total,black,265,466,254,445,25,37,477.0
366.tif,Total,white,324,275,286,252,71,43,1934.0
366.tif,Total,white,352,204,334,183,36,39,961.0
366.tif,Total,white,240,107,223,92,38,34,822.5
366.tif,Total,white,243,48,223,30,45,40,964.5
366.tif,Total,white,194,26,178,12,34,26,556.5
366.tif,Total,white,448,68,437,56,25,25,444.5
366.tif,Total,white,53,315,38,303,31,27,594.5
366.tif,Total,white,499,189,491,176,18,27,342.5
366.tif,Total,white,471,277,459,266,24,23,362.0
366.tif,Total,white,246,450,232,435,32,33,791.5
366.tif,Total,black,386,420,364,398,45,47,1366.5
366.tif,Total,black,559,253,537,196,38,103,2096.0
366.tif,Total,black,209,288,196,275,25,28,496.0
366.tif,Total,black,130,465,114,450,33,34,684.0
366.tif,Total,black,112,530,98,518,29,23,507.0
